"MED_ID","MED_NAME","GENRE","STOCK","PRICE_PIECE"
"2164","Sinemet","Barbiturates","235","114.27"
"2166","Sinequan","Corticosteroids","78","75.21"
"2168","Sirolimus","Beta-Blockers","242","6.31"
"2170","Skelid","Bronchodilators","115","93.94"
"2174","Sodium Bicarbonate","Antiemetics","121","40.19"
"2176","Sodium Hyaluronate","Antipsychotics","146","37.25"
"2178","Sodium Oxybate","Antipyretics","0","63.64"
"2180","Solaraze","Anticonvulsants","54","104.31"
"2182","Solodyn","Antacids","92","10.02"
"2184","Solu Cortef","Tranquilizer","138","41.29"
"2188","Somatrem","Analgesics","168","72.9"
"2190","Somavert","Corticosteroids","162","89.76"
"1206","Ixempra","Cold Cures","33","20.86"
"1202","Istodax","Corticosteroids","227","94.35"
"1204","Ivermectin","Vitamins","199","51.03"
"1208","Jadelle","Expectorant","200","7.61"
"1212","Januvia","Cytotoxics","211","123.85"
"1214","Jevtana","Antihypertensives","244","66.27"
"1216","K-Tab","Diuretics","76","79.99"
"1218","Kalbitor","Vitamins","102","97.57"
"1220","Kanamycin","Antineoplastics","243","104.89"
"1222","Kapidex","Antibiotics","22","125.21"
"1226","Kemstro","Expectorant","38","77.41"
"1228","Kepivance","Antidiarrheals","6","17.49"
"1230","Keppra XR","Sedatives","110","67.99"
"1232","Ketamine HCl","Hormones","127","128.77"
"1234","Ketoconazole","Antineoplastics","90","109.31"
"1236","Ketotifen Fumarate","Antacids","183","54.75"
"1238","Kinevac","Tranquilizer","71","39.28"
"1240","Kionex","Cytotoxics","60","27.3"
"1244","Kogenate FS","Antihistamines","220","22.38"
"1246","Kytril","Anticonvulsants","177","3.46"
"1248","Lac-Hydrin","Tranquilizer","64","110.81"
"1250","Lacrisert","Decongestants","114","71.31"
"1252","Lactulose","Antibiotics","244","73.21"
"1254","Lamisil","Anticonvulsants","14","99.48"
"1258","Lanoxin","Cytotoxics","89","52.39"
"1260","Lantus","Antivirals","225","128.24"
"1262","Lariam","Corticosteroids","59","7.97"
"1266","Latanoprost","Antibiotics","221","18.13"
"104","Alprazolam","Vitamins","202","50.42"
"106","Alrex","Hypoglycemics","94","62.7"
"108","Altabax","Antihistamines","121","90.46"
"110","Alteplase","Antifungals","43","64.86"
"112","Altoprev","Laxatives","202","74.21"
"114","Alupent","Corticosteroids","238","112.53"
"116","Amaryl","Antivirals","212","106.68"
"118","Ambien CR","Sleeping Drugs","193","101.5"
"120","Amerge","Hormones","7","19.28"
"122","Amevive","Barbiturates","227","28.16"
"124","Amifostine","Antibacterials","30","80.6"
"126","Amikin","Antihypertensives","121","124.4"
"128","Amino Acids","Hormones","226","120.38"
"130","Aminoglutethimide","Sedatives","248","89.52"
"132","Amitiza","Corticosteroids","236","47.02"
"134","Amlexanox","Cold Cures","183","68.73"
"136","Amoxicillin","Antidepressants","125","114.31"
"138","Amphadase","Bronchodilators","152","13.44"
"140","Amphotericin B","Antihistamines","235","78.16"
"142","Ampyra","Decongestants","192","63.23"
"144","Amyl Nitrite","Antibiotics","95","84.71"
"146","Anabolic steroids","Sedatives","226","106.45"
"148","Anafranil","Antineoplastics","147","119.52"
"150","Anakinra","Antifungals","221","111.28"
"152","Ancobon","Barbiturates","213","10.87"
"154","AndroGel","Barbiturates","108","54"
"156","Angeliq","Analgesics","142","71.93"
"158","Anidulafungin","Antifungals","186","87.34"
"160","Ansaid","Antidiarrheals","53","57.68"
"162","Antara","Analgesics","153","127.41"
"164","Antithrombin","Corticosteroids","73","6.73"
"166","Antivert","Antidiarrheals","195","115.37"
"168","Anturane","Antifungals","116","7.45"
"170","Aphthasol","Diuretics","20","52.78"
"172","Aplenzin","Antibacterials","81","34.5"
"174","Apomorphine","Vitamins","208","64.18"
"176","Apresazide","Vitamins","98","54.7"
"178","Apri","Antiemetics","89","122.85"
"180","Aprotinin","Antipyretics","33","34.25"
"182","Aquasol A","Antivirals","190","12.8"
"184","Aramine","Antiarrhythmics","48","2.22"
"186","Arava","Antidepressants","90","134.03"
"188","Aredia","Analgesics","219","28.44"
"190","Aricept","Antacids","197","12.43"
"192","Aripiprazole","Antidepressants","175","110.58"
"194","Arixtra","Antipsychotics","50","49.16"
"196","Aromasin","Corticosteroids","47","44.3"
"198","Artane","Antiemetics","119","50.37"
"200","Arzerra","Antibiotics","166","85.33"
"202","Asacol HD","Antihistamines","143","42.4"
"204","Ascorbic Acid","Vitamins","31","114.3"
"206","Asparaginase","Antivirals","70","77.7"
"208","Astelin","Tranquilizer","35","113.11"
"210","Astepro","Hormones","224","105.38"
"212","Atacand HCT","Corticosteroids","192","128.09"
"214","Atgam","Antihypertensives","165","59.97"
"216","Atomoxetine HCl","Antacids","202","115.38"
"218","Atralin","Antianxiety Drug","14","27.14"
"220","Atripla","Antidiarrheals","229","16.96"
"222","Atropen","Antibacterials","5","130.58"
"224","Atrovent HFA","Antipyretics","141","104.7"
"226","Augmentin","Antidepressants","35","112.09"
"228","Auralgan","Sleeping Drugs","138","81.63"
"230","Avalide","Sedatives","123","25.42"
"232","Avandaryl","Bronchodilators","247","79.62"
"234","Avapro","Antihypertensives","111","113.79"
"236","Avelox","Antibacterials","80","53.34"
"238","Avodart","Antidiarrheals","74","39.83"
"240","Axert","Hormones","87","77.12"
"242","Aygestin","Antacids","20","79.96"
"244","Azasan","Antipsychotics","123","80.22"
"246","Azathioprine","Anticonvulsants","173","115.22"
"248","Azelex","Sedatives","242","12.23"
"250","Azithromycin","Antipyretics","204","105.28"
"252","Azopt","Antipsychotics","139","74.35"
"254","Azulfidine EN-Tabs","Antifungals","19","60.04"
"256","Baclofen","Antifungals","26","20.37"
"258","Bactroban Nasal","Antivirals","194","28.57"
"260","Banzel","Diuretics","90","26.41"
"262","Basiliximab","Antihistamines","129","94.88"
"264","Bayer","Diuretics","1","95.08"
"266","Beconase","Antidepressants","173","50.99"
"268","Benazepril","Expectorant","6","29.79"
"270","Benicar","Antipsychotics","88","35.55"
"272","Bentyl","Antidiarrheals","127","97.55"
"274","Benzagel","Antihypertensives","15","133.51"
"276","Benzocaine","Diuretics","110","40.1"
"278","Benzphetamine","Cytotoxics","68","121.52"
"280","Bepridil","Barbiturates","34","78.61"
"282","Besivance","Vitamins","60","50.15"
"284","Betamethasone","Diuretics","213","59.52"
"286","Betapace AF","Vitamins","239","24.15"
"288","Betaxon","Tranquilizer","124","99.7"
"290","Betimol","Antibiotics","172","114.57"
"292","Bevacizumab","Antiarrhythmics","63","36.91"
"294","Bextra","Antianxiety Drug","45","80.53"
"296","Bicalutamide","Corticosteroids","201","112.58"
"298","BiDil","Hypoglycemics","48","80.46"
"300","Bioclate","Antihistamines","21","50.95"
"302","Biperiden","Antiarrhythmics","11","52.46"
"304","Blenoxane","Antacids","70","127.81"
"306","Blocadren","Anticonvulsants","170","123.21"
"308","Bontril","Antidiarrheals","42","30.34"
"310","Bortezomib","Vitamins","157","96.25"
"312","Botox","Antibacterials","97","12.43"
"314","Bravelle","Anticonvulsants","170","53.4"
"316","Brevibloc","Antidiarrheals","89","2.49"
"318","Brevital Sodium","Diuretics","61","132.17"
"320","Budesonide","Vitamins","167","132.64"
"322","Bumex","Muscle Relaxants","32","19.26"
"324","Buprenex","Decongestants","43","19.61"
"326","Bupropion Hcl","Vitamins","203","75.22"
"328","Buspirone","Antivirals","187","76.82"
"330","Busulfex","Antacids","235","45.44"
"332","Butisol","Vitamins","92","30.89"
"334","Butrans","Antiemetics","18","67"
"336","Ca-DTPA","Vitamins","51","110.36"
"338","Caduet","Antidepressants","248","120.42"
"340","Cafergot","Antihypertensives","191","11.69"
"342","Calan","Antihistamines","31","22.99"
"344","Calcitonin-Salmon","Analgesics","170","28.69"
"346","Calcium Chloride","Antidepressants","43","111.54"
"349","Cambia","Sleeping Drugs","64","62.67"
"351","Campral","Antineoplastics","211","41.58"
"353","Cancidas","Antihypertensives","191","59.28"
"355","Capastat Sulfate","Cytotoxics","186","115.81"
"357","Capoten","Sleeping Drugs","218","60.5"
"359","Captopril","Antipsychotics","192","123.49"
"361","Carbaglu","Antihypertensives","2","50.49"
"363","Carbatrol","Anticonvulsants","160","123.98"
"365","Carbocaine","Sedatives","31","111.19"
"367","Cardene SR","Tranquilizer","96","12.93"
"369","Cardizem LA","Antipyretics","114","16.54"
"371","Cardura XL","Antineoplastics","132","55.43"
"373","Carmustine","Antidiarrheals","36","55.89"
"374","Carnitor","Barbiturates","98","106.19"
"376","Cartia XT","Corticosteroids","94","103.07"
"378","Casodex","Antibiotics","95","30.97"
"380","Catapres","Sedatives","149","32.47"
"382","Caverject","Diuretics","44","94.94"
"384","Cayston","Antineoplastics","47","17.52"
"386","Cedax","Barbiturates","153","58.39"
"388","Cefaclor","Anticonvulsants","21","61.49"
"390","Cefamandole","Hormones","221","20.18"
"392","Cefditoren Pivoxil","Antineoplastics","44","94.27"
"394","Cefizox","Sleeping Drugs","56","89.1"
"396","Cefotan","Muscle Relaxants","7","89.84"
"398","Cefotetan","Barbiturates","175","74.81"
"400","Cefprozil","Antipyretics","169","99.74"
"402","Ceftibuten","Hormones","4","47.28"
"404","Ceftizoxime","Muscle Relaxants","76","102.21"
"406","Cefuroxime","Antidiarrheals","121","6.02"
"408","Cefzil","Antianxiety Drug","91","56.76"
"410","Celecoxib","Sleeping Drugs","85","112.3"
"412","Celexa","Decongestants","222","92.72"
"414","Cellulose","Antipsychotics","11","51.84"
"416","Cenestin","Decongestants","105","103.78"
"418","Ceprotin","Barbiturates","11","89.53"
"420","Cerebyx","Antianxiety Drug","99","84.49"
"422","Ceretec","Antivirals","99","61.61"
"424","Cerivastatin","Muscle Relaxants","80","42.13"
"426","Cerubidine","Antiarrhythmics","120","112.37"
"428","Cervarix","Antifungals","157","9.86"
"430","Cesamet","Anticonvulsants","31","13.94"
"432","Cetraxal","Antianxiety Drug","163","73.37"
"434","Cetrotide","Sedatives","79","74.18"
"436","Cevimeline HCL","Analgesics","51","46.16"
"438","Chemet","Hypoglycemics","31","44.64"
"440","ChiRhoStim","Antihistamines","80","75.1"
"442","Chloral Hydrate","Hormones","241","62.05"
"444","Chloramphenicol","Antipsychotics","62","26.7"
"446","Chlorhexidine","Antacids","98","126.57"
"448","Chloroptic","Antifungals","151","43.56"
"450","Chlorothiazide","Analgesics","212","71.87"
"452","Chlorpropamide","Cytotoxics","2","41.86"
"454","Chlorzoxazone","Hormones","215","121.64"
"456","Cholestyramine","Vitamins","98","65.4"
"458","Ciclopirox Gel","Antipsychotics","71","17.26"
"460","Cilostazol","Antidepressants","136","115.08"
"787","Endrate","Antipyretics","90","23.77"
"801","Ephedrine","Antidiarrheals","105","27.85"
"817","Ergomar","Hormones","28","27.47"
"831","Estraderm","Cold Cures","74","128.2"
"845","Ethamolin","Corticosteroids","202","105.94"
"863","Eurax","Antacids","142","101.03"
"875","Exforge HCT","Tranquilizer","189","68.67"
"892","Faslodex","Antiemetics","243","63.46"
"908","Fenoprofen Calcium","Anticonvulsants","121","119"
"932","Florinef","Antivirals","70","9.72"
"946","FluMist","Antidiarrheals","13","5.13"
"1268","Leflunomide","Sedatives","111","32.55"
"1270","Lepirudin","Bronchodilators","189","9.96"
"1272","Letairis","Antipyretics","45","8.1"
"1274","Leucovorin Calcium","Decongestants","63","41.01"
"1276","Leukine","Anticonvulsants","93","107.56"
"1278","Leustatin","Beta-Blockers","245","89.58"
"1280","Levaquin","Bronchodilators","3","131.26"
"1282","Levemir","Cytotoxics","107","106.34"
"1284","Levitra","Hormones","219","63.51"
"1286","Levo-T","Antifungals","142","34.12"
"1288","Levocabastine","Corticosteroids","135","15.9"
"1290","Levodopa","Sleeping Drugs","196","115.22"
"1292","Levoleucovorin","Barbiturates","174","66.13"
"1294","Levophed","Corticosteroids","215","8.06"
"1296","Levorphanol","Antipyretics","56","117.84"
"1300","Levsin SL","Antiarrhythmics","210","126.35"
"1302","Lexapro","Antipsychotics","232","120.84"
"1304","Lexiva","Cytotoxics","72","128.24"
"1306","Lialda","Sleeping Drugs","1","72.56"
"1308","Librium","Antiemetics","124","74.3"
"1310","Lidocaine","Antipyretics","47","130.31"
"1312","Limbitrol","Diuretics","69","115.69"
"1314","Lincomycin Hcl","Antibiotics","23","77.44"
"1316","Linezolid","Antianxiety Drug","70","32.3"
"1318","Lipitor","Antiarrhythmics","216","7.92"
"1320","Liposyn II","Corticosteroids","78","45.79"
"1322","Liraglutide","Antacids","86","72"
"1324","Lithium Carbonate","Antipsychotics","189","131.62"
"1326","Livostin","Vitamins","156","81.77"
"1328","Locoid Lipocream","Laxatives","108","77.99"
"1330","Lodosyn","Analgesics","122","77.4"
"1332","Lomefloxacin Hcl","Analgesics","45","53.29"
"1334","Lomustine","Bronchodilators","55","81.88"
"1336","Lopid","Antibacterials","163","101.75"
"1338","Lopressor HCT","Tranquilizer","192","132.95"
"1340","Loprox Gel","Beta-Blockers","75","80.9"
"1342","Loracarbef","Antidepressants","123","39.58"
"1344","Lorazepam","Decongestants","14","42.96"
"1346","Losartan Potassium","Antacids","250","104.06"
"1348","Lotensin","Anticonvulsants","56","20.52"
"1350","Lotrel","Antiemetics","214","79.98"
"1352","Lotronex","Antiemetics","247","131.16"
"1354","Lovaza","Sleeping Drugs","204","45.97"
"1356","Low-Ogestrel","Corticosteroids","45","30.52"
"1360","Lozol","Antineoplastics","137","34.99"
"1362","Lucentis","Decongestants","58","119.3"
"1364","Lumigan","Antidiarrheals","133","91.53"
"1366","Lunesta","Corticosteroids","34","94.03"
"1368","Lusedra","Antifungals","3","5.98"
"1370","Luxiq","Antipyretics","89","2.51"
"1372","Lymphazurin","Antihistamines","145","114.07"
"1374","Lysodren","Antipyretics","141","124.09"
"1376","M-M-R","Antipsychotics","158","81.25"
"1378","Macrodantin","Antihistamines","181","63.54"
"1380","Mafenide Acetate","Analgesics","156","16.57"
"1382","Magnevist","Antidepressants","122","52.57"
"1384","Malathion","Vitamins","149","111.7"
"1386","Mangafodipir","Hormones","33","103.94"
"1388","Maraviroc","Laxatives","151","36.11"
"1390","Marinol","Antidepressants","110","74.01"
"1392","Matulane","Tranquilizer","229","48.5"
"1394","Maxair","Antifungals","14","115.49"
"1396","Maxaquin","Muscle Relaxants","198","114.68"
"1398","Maxitrol","Tranquilizer","48","116.33"
"1400","Mebaral","Cold Cures","138","112.92"
"1402","Mecamylamine","Antidiarrheals","249","11.79"
"1404","Meclizine","Decongestants","88","46.32"
"1406","Medrol","Hypoglycemics","70","25.56"
"1408","Mefenamic Acid","Antiarrhythmics","75","111.58"
"1410","Mefoxin","Vitamins","16","11.62"
"1412","Megace ES","Antibiotics","196","65.58"
"1414","Mellaril","Beta-Blockers","69","124.16"
"1416","Melphalan","Decongestants","206","117.21"
"1418","Menactra","Sedatives","169","103.5"
"1420","Menomune","Antineoplastics","93","5.52"
"1422","Menostar","Anticonvulsants","206","15.43"
"1424","Mentax","Muscle Relaxants","81","61.5"
"1426","Mephobarbital","Antihistamines","203","122.52"
"1428","Mepivacaine","Anticonvulsants","0","100.63"
"1430","Mepron","Analgesics","81","50.46"
"1432","Meridia","Bronchodilators","175","73.19"
"1434","Mesalamine","Antibiotics","84","110.45"
"1436","Mesnex","Laxatives","47","70.62"
"1438","Metadate CD","Antifungals","16","24"
"1440","Metaglip","Antivirals","53","5.7"
"1442","Metastron","Analgesics","200","68.54"
"1444","Metformin Hcl","Antihypertensives","177","133.13"
"1446","Methazolamide","Sleeping Drugs","62","78.2"
"1448","Methimazole","Antipyretics","224","101.64"
"1450","Methotrexate","Expectorant","226","115.7"
"1454","Methyldopa","Hypoglycemics","243","90.14"
"1456","Methylene Blue","Decongestants","14","84.31"
"1458","Methylprednisolone","Vitamins","3","133.88"
"1460","Metipranolol","Tranquilizer","12","61.07"
"1462","Metolazone","Corticosteroids","135","108.84"
"1464","Metozolv ODT","Hypoglycemics","204","56.44"
"1466","Metrodin","Muscle Relaxants","133","75.52"
"1468","MetroLotion","Antineoplastics","117","34.69"
"1470","Metvixia","Antiemetics","211","11.32"
"1472","Metyrosine","Antivirals","74","129.61"
"1474","Mexiletine HCl","Antidepressants","79","21.86"
"1476","Miacalcin","Antifungals","103","82.94"
"1478","Micardis","Bronchodilators","209","121.88"
"1480","Miconazole","Laxatives","8","104.7"
"1482","Micronase","Sleeping Drugs","238","118.27"
"1484","Midamor","Expectorant","97","4.28"
"1486","Midrin","Antacids","239","7.51"
"1488","Mifepristone","Cold Cures","134","50.82"
"1490","Miglustat","Antiemetics","156","115.88"
"1492","Milnacipran HCl","Beta-Blockers","203","101.71"
"1494","Minipress","Anticonvulsants","74","49.65"
"1496","Minocycline","Sedatives","117","79.14"
"1498","Mintezol","Vitamins","198","105.41"
"1500","Miostat","Antifungals","127","96.69"
"1502","MiraLAX","Antifungals","32","52.88"
"1504","Mirapex ER","Sedatives","214","48.79"
"1506","Mircette","Antiarrhythmics","125","112.57"
"1508","Mirtazapine","Antiemetics","110","59.29"
"1510","Mithracin","Muscle Relaxants","112","79.32"
"1512","Mitotane","Antivirals","225","126.17"
"1514","Moban","Antifungals","71","23.34"
"1516","Modafinil","Hormones","64","114.39"
"1518","Moexipril","Antineoplastics","88","60.64"
"1520","Mometasone Furoate","Decongestants","20","10.26"
"1522","Monistat-Derm","Sleeping Drugs","208","125.33"
"1524","Monodox","Vitamins","203","97.75"
"1526","Monopril","Laxatives","159","38.41"
"1528","Monurol","Antidepressants","52","43.78"
"1530","Morrhuate Sodium","Antipsychotics","210","38.89"
"1532","Motrin","Vitamins","167","25.44"
"1534","Moxifloxacin","Antipsychotics","155","55.86"
"1536","Mozobil","Vitamins","32","9.14"
"1538","Multaq","Cold Cures","103","48.33"
"1540","Multihance","Expectorant","40","37.09"
"1542","Mupirocin","Muscle Relaxants","183","42.65"
"1544","Mutamycin","Antibiotics","72","93.47"
"1548","Mycobutin","Antipsychotics","5","73.58"
"1550","Mycostatin","Beta-Blockers","187","30.2"
"1552","Mykrox","Analgesics","106","55.2"
"1554","Mylotarg","Antiarrhythmics","131","49.18"
"1556","Myochrysine","Hypoglycemics","136","99.6"
"1560","Nabi-HB","Expectorant","174","45.54"
"1562","Nadolol","Antiemetics","110","85.86"
"1566","Naglazyme","Antacids","228","73.72"
"1568","Nalidixic Acid","Sleeping Drugs","128","7.78"
"1570","Naltrexone","Antineoplastics","122","131.78"
"1572","Naprelan","Analgesics","247","111.2"
"1574","Naproxen Sodium","Antibacterials","179","119.04"
"1576","Narcan","Anticonvulsants","203","52.91"
"1578","Naropin","Laxatives","181","47.37"
"1580","Nasalcrom","Anticonvulsants","50","97.54"
"1584","Natacyn","Antipyretics","37","13.84"
"1586","Natamycin","Hormones","56","70.65"
"1588","Nateglinide","Antidepressants","118","4.62"
"1590","Navane","Antidepressants","60","11.95"
"1592","Nebcin","Antipyretics","199","45.45"
"1594","Nebupent","Diuretics","14","25.04"
"1596","Nedocromil","Antiemetics","144","13.23"
"1600","Nembutal","Diuretics","8","21.92"
"1602","Neodecadron","Antivirals","243","28.4"
"1604","NeoProfen","Vitamins","7","62.05"
"1606","Neostigmine","Antibacterials","189","58.64"
"1608","Nesacaine","Antidiarrheals","91","28.97"
"1610","Neulasta","Beta-Blockers","132","3.56"
"1612","Neupogen","Hormones","219","90.98"
"1614","Neurontin","Expectorant","70","37.37"
"1618","Nexavar","Bronchodilators","245","43.75"
"1620","Niacin","Barbiturates","204","125.57"
"1622","Niaspan","Bronchodilators","150","106.76"
"1203","Isuprel","Antibiotics","180","96.66"
"1205","Ixabepilone","Decongestants","89","76.92"
"1209","Jalyn","Vitamins","148","50.58"
"1211","Janumet","Cytotoxics","80","123.54"
"1213","Je-Vax","Antiemetics","201","76.79"
"1215","K-LOR","Antivirals","88","95.74"
"1217","Kadian","Expectorant","5","120.85"
"1219","Kaletra","Expectorant","141","57.18"
"1223","Kariva","Cytotoxics","249","120.15"
"1225","Keflex","Corticosteroids","69","109.13"
"1227","Kenalog","Sedatives","159","15.42"
"1229","Keppra","Antianxiety Drug","158","84.47"
"1231","Kerlone","Expectorant","243","6.08"
"1233","Ketek","Antibacterials","21","51.41"
"1235","Ketoprofen","Tranquilizer","157","94.78"
"1239","Kinlytic","Hypoglycemics","104","59.17"
"1243","Klor-Con","Vitamins","124","92.46"
"1245","Kuvan","Laxatives","142","60.82"
"1247","Labetalol","Cold Cures","30","54.56"
"1249","lacosamide","Antifungals","15","114.08"
"1251","Lactic Acid","Antibiotics","241","100.67"
"1255","Lamivudine","Diuretics","48","90.93"
"1257","Lamprene","Decongestants","134","112.52"
"1259","Lansoprazole","Hypoglycemics","117","76.84"
"1261","Lapatinib","Antibacterials","201","101.84"
"1263","Laronidase","Decongestants","79","82.27"
"1265","Lastacaft","Cytotoxics","133","81.6"
"1269","Lenalidomide","Antidepressants","116","128.3"
"1271","Lescol","Barbiturates","242","64.05"
"1273","Letrozole","Tranquilizer","117","113.23"
"1275","Leukeran","Antihistamines","6","93.19"
"1277","Leuprolide Acetate","Tranquilizer","207","52.88"
"1279","Levalbuterol","Antibiotics","65","34.38"
"1281","Levbid","Antineoplastics","90","41.21"
"1285","Levo-Dromoran","Antihypertensives","144","58.04"
"1287","Levobunolol","Antipsychotics","235","133.37"
"1289","Levocarnitine","Antidiarrheals","167","126.51"
"1291","Levofloxacin","Antihistamines","151","123.45"
"1293","Levonorgestrel","Hypoglycemics","249","119.76"
"1295","Levora","Antidiarrheals","210","59.55"
"1297","Levothroid","Antiarrhythmics","248","108.19"
"1299","Levsin","Cold Cures","31","17.99"
"1301","Levulan Kerastick","Vitamins","73","72.02"
"1303","Lexiscan","Antidepressants","185","121.87"
"1305","Lexxel","Antipsychotics","129","119.9"
"1307","Librax","Antipyretics","137","77.1"
"1309","Lidex","Antipsychotics","234","120.11"
"1311","Lidoderm","Vitamins","165","63.06"
"1313","Lincocin","Vitamins","172","10.29"
"1315","Lindane","Diuretics","84","16.21"
"1317","Liotrix","Cytotoxics","115","9.18"
"1319","Lipofen","Antianxiety Drug","32","81.26"
"1321","Liposyn III","Vitamins","197","84.04"
"1323","Lisinopril","Antineoplastics","151","38.25"
"1325","Livalo","Hypoglycemics","167","43.52"
"1327","Locoid","Bronchodilators","138","131.53"
"1329","Lodine","Sleeping Drugs","161","69.89"
"1331","Loestrin 24 Fe","Vitamins","83","69.84"
"1333","Lomotil","Barbiturates","241","24.54"
"1335","Loperamide Hcl","Antidiarrheals","185","98.83"
"1337","Lopressor","Antibacterials","165","15.13"
"1339","Loprox Cream","Antivirals","115","37.78"
"1341","Lorabid","Antacids","58","8.26"
"1343","Loratadine","Antiemetics","111","55.31"
"1345","Lortab","Antipsychotics","138","72.06"
"1347","Lotemax","Antipsychotics","43","62.8"
"1349","Lotensin Hct","Antihypertensives","89","49.54"
"1351","Lotrisone","Antibiotics","31","86.05"
"1353","Lovastatin","Antipsychotics","25","47.37"
"1355","Lovenox","Hormones","142","4.29"
"1357","Loxapine","Expectorant","241","16.76"
"1359","Loxitane","Sedatives","14","33.77"
"1361","Lubiprostone","Antipyretics","23","71.23"
"1363","Lufyllin","Antidiarrheals","68","50.85"
"1365","Lumizyme","Muscle Relaxants","233","87.3"
"1367","Lupron","Decongestants","13","75.59"
"1369","Luvox CR","Tranquilizer","4","54.37"
"1371","Lybrel","Antianxiety Drug","185","61.7"
"1373","Lyrica","Analgesics","244","29.66"
"1375","Lysteda","Antineoplastics","55","91.25"
"1377","Macrobid","Beta-Blockers","104","96.49"
"1379","Macugen","Diuretics","231","2.23"
"1381","Magnesium Sulfate","Antipyretics","25","10.06"
"1383","Malarone","Antihistamines","63","62.02"
"1387","Mannitol","Diuretics","124","95.09"
"1389","Marcaine","Barbiturates","203","30.67"
"1391","Marplan","Antihypertensives","1","109.78"
"1393","Mavik","Antianxiety Drug","64","57.44"
"1395","Maxalt","Cold Cures","135","81.27"
"1397","Maxipime","Expectorant","171","96.96"
"1399","Measles Vaccine","Vitamins","82","6.4"
"1401","Mebendazole","Antidiarrheals","16","25.99"
"1403","Mecasermin","Analgesics","57","126.71"
"1405","Meclofenamate","Cytotoxics","71","113.54"
"1407","Medrysone","Antacids","136","45.01"
"1409","Mefloquine","Antiarrhythmics","75","79.47"
"1411","Megace","Antihistamines","162","120.24"
"1413","Megestrol Acetate","Beta-Blockers","216","72.67"
"1415","Meloxicam","Antiemetics","154","32.03"
"1417","Memantine HCL","Sleeping Drugs","29","80.07"
"1419","Menest","Antianxiety Drug","225","1.62"
"1421","Menopur","Hormones","179","95.51"
"1423","Menotropins","Antidiarrheals","194","80.21"
"1425","Meperidine","Cytotoxics","152","65.74"
"1427","Mephyton","Muscle Relaxants","98","95.16"
"1429","Meprobamate","Barbiturates","46","21.61"
"1431","Mercaptopurine","Cold Cures","201","3.17"
"1433","Meropenem","Antidepressants","86","98.63"
"1435","Mesna","Beta-Blockers","161","71.86"
"1437","Mestinon","Analgesics","193","87.54"
"1439","Metadate ER","Antineoplastics","15","31.13"
"1441","Metaraminol","Laxatives","65","70.76"
"1443","Metaxalone","Antihypertensives","16","33.29"
"1445","Methadone","Expectorant","249","25.61"
"1447","Methergine","Beta-Blockers","73","10.01"
"1449","Methocarbamol","Decongestants","238","131.55"
"1451","Methoxsalen","Hormones","11","37.61"
"1453","Methyclothiazide","Antifungals","111","29.85"
"1455","Methyldopate Hcl","Cytotoxics","202","128.19"
"1457","Methylin","Vitamins","178","8.82"
"1459","Methyltestosterone","Antiemetics","10","11.26"
"1463","Metopirone","Cold Cures","40","72.04"
"1465","MetroCream","Muscle Relaxants","199","129.68"
"1467","Metrogel","Expectorant","61","128.98"
"1469","Metronidazole","Antibacterials","150","77.47"
"1471","Metyrapone","Antivirals","98","15.46"
"1473","Mevacor","Barbiturates","230","35.85"
"1475","Mexitil","Antivirals","199","24.72"
"1477","Micafungin Sodium","Laxatives","167","106.31"
"1479","Micardis HCT","Corticosteroids","33","133.13"
"1481","Micro-K","Antianxiety Drug","159","62.01"
"1483","Microzide","Antineoplastics","173","123.85"
"1485","Midazolam","Tranquilizer","249","36.22"
"1487","Mifeprex","Corticosteroids","6","26.99"
"1489","Miglitol","Anticonvulsants","79","96.08"
"1491","Migranal","Vitamins","70","30.36"
"1493","Milrinone","Corticosteroids","14","63.87"
"1495","Minocin","Antibiotics","244","93.52"
"1497","Minoxidil","Antihypertensives","35","31.7"
"1499","Miochol-E","Expectorant","146","116.89"
"1501","Miradon","Antacids","15","5.67"
"1503","Mirapex","Bronchodilators","129","126.89"
"1505","Mircera","Bronchodilators","151","113.24"
"1507","Mirena","Barbiturates","169","121.26"
"1509","Misoprostol","Antianxiety Drug","154","15.09"
"1511","Mitomycin","Decongestants","4","22.29"
"1513","Mitoxantrone","Decongestants","68","29.07"
"1515","Mobic","Laxatives","182","8.14"
"1517","Moduretic","Cold Cures","89","37.96"
"1519","Moexipril HCl","Antihypertensives","3","86.98"
"1521","Monistat","Antibacterials","172","130.19"
"1523","Monoclate-P","Expectorant","79","28.56"
"1525","Mononine","Laxatives","194","102.76"
"1527","Montelukast Sodium","Bronchodilators","227","74.5"
"1529","Morphine Sulfate","Diuretics","36","129.29"
"1531","Motofen","Cytotoxics","79","37.73"
"1533","Moxatag","Cytotoxics","42","94.36"
"1535","Moxifloxacin HCL","Cold Cures","132","100.28"
"1537","MS Contin","Expectorant","47","118.56"
"1539","Multi Vitamin","Antipsychotics","213","126.6"
"1543","Mustargen","Antineoplastics","245","134.98"
"1545","Myambutol","Cytotoxics","84","25.4"
"1547","Mycelex","Laxatives","192","60.47"
"1551","Myfortic","Antiemetics","144","56.8"
"1553","Myleran","Antianxiety Drug","86","31.59"
"1555","Myobloc","Antihistamines","13","62.33"
"1557","Myozyme","Sleeping Drugs","66","88.17"
"1561","Nabumetone","Antiemetics","157","102.21"
"1563","Nafcillin Sodium","Antifungals","127","28.01"
